ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
383;199;0;0;0;102907100;1486;128100800;1486;12;2;0;20692800;1486;692600;1486;0;1486;0;1486;"Independiente";19;"M";2018;5;1071;1018;1160;47;0;0;1486
417;284;0;0;0;109762300;1631;136032800;1631;8;2;0;23643700;1631;707900;1631;23900;1631;35800;1631;"Independiente";19;"M";2018;6;1135;1067;1280;57;2;2;1631
531;332;0;0;0;124263400;1764;155039100;1764;8;4;0;24433300;1764;965000;1764;0;1764;0;1764;"Independiente";19;"M";2018;8;1317;1254;1376;69;0;0;1764
0;0;0;0;0;0;2;0;2;2;0;1;0;2;453000;2;56800;2;339800;2;"Dep_No_priv";119;"F";2018;6;0;0;0;2;2;2;2
0;0;0;0;0;0;2;0;2;2;0;2;0;2;305000;2;38300;2;228700;2;"Dep_No_priv";119;"F";2018;7;0;0;0;2;2;2;2
0;0;0;0;0;0;2;0;2;2;0;0;0;2;300200;2;37600;2;225200;2;"Dep_No_priv";119;"F";2018;8;0;0;0;2;2;2;2
0;0;0;0;0;0;2;0;2;2;0;0;0;2;300200;2;37600;2;225200;2;"Dep_No_priv";119;"F";2018;5;0;0;0;2;2;2;2
4816;3833;745;72;71;800014500;23026;2635258500;23026;10517;635;296;235836500;23026;662289200;23026;20404400;23026;30693800;23026;"Dep_sec_priv";19;"F";2018;8;22938;21119;22821;22796;1269;1271;23026
4638;4066;732;59;60;754589340;22065;2494283100;22065;10356;638;328;228252000;22065;628006300;22065;18882500;22065;28302700;22065;"Dep_sec_priv";19;"F";2018;7;21989;20323;21883;21831;1170;1171;22065
4712;3207;657;59;44;694250100;20480;2289940800;20480;9217;532;277;206460300;20480;573316900;20480;17534800;20480;26262800;20480;"Dep_sec_priv";19;"F";2018;6;20391;18834;20286;20201;1099;1100;20480
25;12;0;0;0;1994500;61;5760500;61;1;1;1;855000;61;1532300;61;79000;61;118300;61;"Dep_sec_priv";17;"F";2018;6;61;49;61;60;5;5;61
78;39;0;0;0;8258300;158;11643900;158;2;0;0;983700;158;20400;158;0;158;0;158;"Independiente";18;"F";2018;7;93;91;105;2;0;0;158
100;42;0;0;0;14763800;222;18797000;222;3;1;0;1351200;222;20400;222;0;222;0;222;"Independiente";18;"F";2018;8;165;152;147;2;0;0;222
28;10;0;0;0;2963800;76;6270100;76;0;0;0;422500;76;7900;76;0;76;0;76;"Independiente";18;"F";2018;5;34;42;43;2;0;0;76
44;28;0;0;0;5175500;108;8235500;108;0;0;0;569900;108;20400;108;0;108;0;108;"Independiente";18;"F";2018;6;53;55;65;2;0;0;108
1;1;0;0;0;2737800;12;4289200;12;0;0;0;266500;12;0;12;0;12;0;12;"Independiente";17;"M";2018;7;5;10;5;0;0;0;12
2;1;0;0;0;2539100;10;3785000;10;0;0;0;244500;10;0;10;0;10;0;10;"Independiente";17;"M";2018;8;2;6;4;0;0;0;10
1;0;0;0;0;2734500;10;4285000;10;0;0;0;231300;10;0;10;0;10;0;10;"Independiente";17;"M";2018;6;4;9;3;0;0;0;10
2;2;0;0;0;2832200;13;4035000;13;0;0;0;258600;13;0;13;0;13;0;13;"Independiente";17;"M";2018;5;5;8;6;0;0;0;13
2;2;0;0;0;1085000;20;1671700;20;1;1;0;216300;20;0;20;0;20;0;20;"Independiente";17;"F";2018;7;8;13;7;0;0;0;20
2;3;0;0;0;1327100;21;2058500;21;0;2;0;31800;21;0;21;0;21;0;21;"Independiente";17;"F";2018;6;11;16;6;0;0;0;21
3;1;0;0;0;1077200;20;1796700;20;1;1;0;32800;20;0;20;0;20;0;20;"Independiente";17;"F";2018;5;8;14;7;0;0;0;20
4;2;0;0;0;1335900;23;2123800;23;2;1;0;287500;23;0;23;0;23;0;23;"Independiente";17;"F";2018;8;10;15;11;0;0;0;23
1429;463;0;3;0;116257600;9457;4938100;9457;12;44;1;69716100;9457;1539600;9457;272000;9457;662700;9457;"Dep_No_priv";18;"M";2018;6;1348;72;8798;72;21;21;9457
2015;266;0;3;0;86257400;8655;2509900;8655;6;34;0;63928300;8655;859900;8655;166200;8655;442700;8655;"Dep_No_priv";18;"M";2018;5;1006;37;8167;38;16;16;8655
1839;295;1;3;0;159591900;10991;7781000;10991;20;106;4;79840600;10991;2633000;10991;394500;10991;1080700;10991;"Dep_No_priv";18;"M";2018;7;1935;108;10205;109;28;28;10991
2075;346;1;2;1;217649400;12793;11446700;12793;41;122;0;96469800;12793;3167000;12793;464900;12793;1086000;12793;"Dep_No_priv";18;"M";2018;8;2516;157;11800;155;40;40;12793
2396;1304;132;33;0;151591750;5621;517280700;5621;1576;182;21;105878900;5621;128665000;5621;3426400;5621;5147500;5621;"Dep_sec_priv";18;"M";2018;8;5572;5087;5594;5536;269;269;5621
1840;1056;111;20;0;106270700;4140;365415600;4140;1139;125;17;74968200;4140;90558300;4140;2272100;4140;3413800;4140;"Dep_sec_priv";18;"M";2018;7;4102;3768;4121;4082;187;188;4140
1466;671;67;13;0;70541900;2863;239226700;2863;703;99;14;49006000;2863;59676500;2863;1633600;2863;2445800;2863;"Dep_sec_priv";18;"M";2018;6;2819;2565;2824;2791;126;126;2863
2;2;0;0;0;643100;8;948000;8;1;0;0;103000;8;33600;8;0;8;0;8;"Independiente";15;"M";2018;7;5;6;7;2;0;0;8
3;0;0;0;0;640800;8;945000;8;0;0;0;101600;8;39700;8;0;8;0;8;"Independiente";15;"M";2018;5;6;7;7;2;0;0;8
1;1;0;0;0;443100;7;692000;7;0;0;0;97100;7;24000;7;0;7;0;7;"Independiente";15;"M";2018;6;4;5;6;1;0;0;7
0;1;0;0;0;520400;7;791000;7;2;0;0;96700;7;28800;7;0;7;0;7;"Independiente";15;"M";2018;8;4;5;6;2;0;0;7
19;20;0;0;0;1739000;42;3738900;42;3;0;0;310100;42;979600;42;147900;42;221800;42;"Dep_sec_priv";16;"F";2018;6;41;22;41;40;1;1;42
11;8;0;0;0;1914500;33;4173900;33;5;1;1;425400;33;1069800;33;190100;33;284900;33;"Dep_sec_priv";16;"F";2018;7;31;27;33;31;3;3;33
10;8;0;0;0;1811600;35;4199300;35;5;1;0;505900;35;1027900;35;168900;35;253200;35;"Dep_sec_priv";16;"F";2018;8;33;26;35;33;3;3;35
28;26;2;0;0;2546700;78;7323500;78;6;0;1;1073300;78;1807800;78;130100;78;195100;78;"Dep_sec_priv";17;"M";2018;7;75;62;78;75;8;8;78
20;22;0;0;0;2306300;72;7329300;72;11;3;0;1179300;72;1783100;72;71000;72;106300;72;"Dep_sec_priv";17;"M";2018;6;71;56;72;72;5;5;72
11;12;0;0;0;1310000;40;3339900;40;3;0;0;901200;40;904600;40;88800;40;133000;40;"Dep_sec_priv";15;"F";2018;6;40;34;39;40;6;6;40
13;7;0;0;0;1188700;35;2930500;35;4;1;0;796800;35;855600;35;70200;35;105300;35;"Dep_sec_priv";15;"F";2018;5;35;29;35;35;4;4;35
29;18;0;0;0;2122200;67;5930100;67;1;2;0;882500;67;1540400;67;98100;67;146900;67;"Dep_sec_priv";17;"F";2018;8;64;54;66;64;6;6;67
11;14;0;0;0;1873500;57;5405100;57;4;0;2;783100;57;1205000;57;47100;57;70500;57;"Dep_sec_priv";17;"F";2018;7;57;45;56;56;3;3;57
5;9;0;0;0;1101000;30;2556100;30;2;1;0;654100;30;718200;30;84100;30;126000;30;"Dep_sec_priv";15;"F";2018;7;29;25;30;29;5;5;30
10;13;0;0;0;1391200;33;3277800;33;3;1;0;754600;33;884700;33;121300;33;181700;33;"Dep_sec_priv";15;"F";2018;8;32;27;33;32;7;7;33
19;16;0;0;0;2317400;68;6427000;68;3;1;0;1031300;68;1604700;68;124800;68;186800;68;"Dep_sec_priv";16;"M";2018;5;68;58;68;67;8;8;68
14;11;0;0;0;2236000;58;5897900;58;4;1;0;852200;58;1433500;58;160000;58;239700;58;"Dep_sec_priv";16;"M";2018;7;58;53;58;57;9;9;58
15;26;0;0;0;2514200;71;6939500;71;3;1;0;1076100;71;1686400;71;154400;71;231300;71;"Dep_sec_priv";16;"M";2018;6;71;63;71;69;10;10;71
19;4;0;1;0;361200;878;977300;878;21;0;1;12011500;878;3103200;878;388800;878;2327600;878;"Dep_No_priv";14;"F";2018;8;5;4;855;26;25;25;878
23;5;0;1;0;488300;636;1166000;636;21;0;0;8324000;636;3007700;636;382500;636;2290100;636;"Dep_No_priv";14;"F";2018;5;5;4;614;23;24;24;636
19;3;0;0;0;556000;758;1315200;758;22;1;12;10508400;758;3898100;758;492500;758;2946200;758;"Dep_No_priv";14;"F";2018;6;5;5;736;24;24;24;758
12;1;0;0;0;266500;816;944600;816;21;0;19;11377700;816;3426900;816;438100;816;2616400;816;"Dep_No_priv";14;"F";2018;7;4;4;793;24;24;24;816
1;0;0;0;0;0;4;125000;4;0;0;0;45900;4;0;4;0;4;0;4;"Independiente";14;"F";2018;8;0;1;3;0;0;0;4
4;3;0;0;0;140200;7;304400;7;0;0;0;60500;7;0;7;0;7;0;7;"Independiente";14;"F";2018;6;3;4;6;0;0;0;7
0;0;0;0;0;0;3;125000;3;0;0;0;42200;3;0;3;0;3;0;3;"Independiente";14;"F";2018;5;0;1;2;0;0;0;3
2;3;0;0;0;100000;6;125000;6;0;0;0;81800;6;0;6;0;6;0;6;"Independiente";14;"F";2018;7;1;1;5;0;0;0;6
8;8;0;0;0;1756800;33;3870800;33;1;0;1;443300;33;1000800;33;148000;33;221800;33;"Dep_sec_priv";16;"F";2018;5;32;24;33;30;1;1;33
11;10;1;0;0;834600;29;2456600;29;2;1;0;422600;29;643000;29;46200;29;69000;29;"Dep_sec_priv";15;"M";2018;5;29;27;29;29;6;6;29
0;0;0;0;0;957600;2;1225600;2;0;0;1;29300;2;292700;2;130700;2;196100;2;"Dep_sec_priv";113;"F";2018;5;2;2;2;2;1;1;2
0;1;0;0;0;957500;2;1225600;2;0;0;1;4100;2;31300;2;0;2;0;2;"Dep_sec_priv";113;"F";2018;6;2;2;1;1;0;0;2
2;0;0;0;0;0;495;62500;495;7;0;0;7961300;495;922300;495;113600;495;680000;495;"Dep_No_priv";13;"F";2018;5;0;1;488;8;7;7;495
5;0;0;0;0;0;698;125000;698;7;0;0;11712900;698;871400;698;105300;698;630000;698;"Dep_No_priv";13;"F";2018;8;0;2;691;9;7;7;698
2;5;0;0;0;0;591;62500;591;7;0;4;9768900;591;1283800;591;159200;591;951100;591;"Dep_No_priv";13;"F";2018;6;0;1;584;8;7;7;591
1;1;0;0;0;0;650;62500;650;7;0;7;10940800;650;928400;650;114900;650;684800;650;"Dep_No_priv";13;"F";2018;7;0;1;643;8;7;7;650
6;6;0;0;0;953500;26;2640900;26;2;0;0;451300;26;719800;26;39500;26;59200;26;"Dep_sec_priv";14;"M";2018;7;26;22;26;26;3;3;26
9;5;1;0;0;770700;28;2143000;28;1;0;0;407100;28;599400;28;22000;28;32900;28;"Dep_sec_priv";14;"M";2018;5;28;22;27;26;2;2;28
7;4;0;0;0;943900;25;2181900;25;0;0;0;433000;25;610300;25;58800;25;88100;25;"Dep_sec_priv";14;"M";2018;8;25;19;25;25;2;2;25
7;6;0;0;0;661000;25;2151100;25;1;0;0;410900;25;602300;25;0;25;0;25;"Dep_sec_priv";14;"M";2018;6;25;19;24;23;0;0;25
15;11;0;0;0;2245300;62;6033800;62;8;3;0;876900;62;1533300;62;150100;62;224900;62;"Dep_sec_priv";16;"M";2018;8;61;54;62;60;10;10;62
752;37;0;0;0;7402900;15022;506700;15022;4;3;0;107999700;15022;538500;15022;51500;15022;350800;15022;"Dep_No_priv";16;"M";2018;8;84;7;14992;10;3;4;15022
970;70;0;0;0;6934800;13770;367700;13770;4;2;3;98994700;13770;666200;13770;72100;13770;452600;13770;"Dep_No_priv";16;"M";2018;7;80;6;13742;9;3;4;13770
1817;53;0;0;0;6544200;12051;991400;12051;4;2;0;87545500;12051;672700;12051;53200;12051;439800;12051;"Dep_No_priv";16;"M";2018;5;67;7;12032;10;3;4;12051
1149;238;0;0;0;7114400;12690;759800;12690;4;1;3;93371300;12690;619900;12690;53900;12690;406100;12690;"Dep_No_priv";16;"M";2018;6;81;7;12664;10;3;4;12690
5;6;0;0;0;340000;16;978700;16;3;0;1;239300;16;247600;16;19100;16;28600;16;"Dep_sec_priv";14;"F";2018;6;16;13;16;16;2;2;16
6;1;0;0;0;478800;13;1494900;13;1;1;0;294500;13;372500;13;23700;13;35500;13;"Dep_sec_priv";14;"F";2018;8;13;12;13;13;2;2;13
7;4;0;0;0;274600;14;973500;14;2;2;0;283900;14;266300;14;1600;14;2400;14;"Dep_sec_priv";14;"F";2018;7;14;12;14;14;1;1;14
3;5;0;0;0;401900;13;1143300;13;1;0;0;231300;13;284600;13;27200;13;40800;13;"Dep_sec_priv";14;"F";2018;5;13;13;13;13;1;1;13
2;3;0;0;0;1086200;12;1480000;12;0;1;0;42600;12;0;12;0;12;0;12;"Independiente";11;"F";2018;7;9;9;5;0;0;0;12
1;0;0;0;0;1086400;12;1125000;12;1;0;0;16400;12;0;12;0;12;0;12;"Independiente";11;"F";2018;6;9;8;3;0;0;0;12
1;1;0;0;0;713500;10;1003000;10;0;0;0;16600;10;0;10;0;10;0;10;"Independiente";11;"F";2018;5;7;7;3;0;0;0;10
0;2;0;0;0;764000;10;888400;10;0;0;0;8200;10;0;10;0;10;0;10;"Independiente";11;"F";2018;8;7;6;2;0;0;0;10
0;0;0;0;0;97700;1;0;1;0;0;0;0;1;0;1;0;1;0;1;"Dep_No_priv";97;"F";2018;5;1;0;0;0;0;0;1
0;0;0;0;0;97700;1;0;1;0;0;0;0;1;0;1;0;1;0;1;"Dep_No_priv";97;"F";2018;6;1;0;0;0;0;0;1
0;0;0;0;0;97700;1;0;1;0;0;0;0;1;0;1;0;1;0;1;"Dep_No_priv";97;"F";2018;7;1;0;0;0;0;0;1
0;0;0;0;0;97700;1;0;1;0;0;0;0;1;0;1;0;1;0;1;"Dep_No_priv";97;"F";2018;8;1;0;0;0;0;0;1
6;2;0;0;0;922800;114;805900;114;4;1;0;1664900;114;648900;114;93100;114;486700;114;"Dep_No_priv";11;"F";2018;5;5;2;111;5;5;5;114
5;0;0;0;0;875800;124;745800;124;3;0;3;1823900;124;872200;124;121100;124;654100;124;"Dep_No_priv";11;"F";2018;6;5;2;121;5;5;5;124
3;3;0;0;0;237700;137;137500;137;5;0;6;1987000;137;1197200;137;163200;137;898000;137;"Dep_No_priv";11;"F";2018;7;3;1;131;7;7;7;137
8;3;0;0;0;199100;171;161100;171;7;0;0;2471700;171;987100;171;134900;171;734600;171;"Dep_No_priv";11;"F";2018;8;2;2;165;8;7;7;171
0;0;0;0;0;510000;5;902800;5;1;0;0;70000;5;0;5;0;5;0;5;"Independiente";11;"M";2018;6;2;4;3;0;0;0;5
1;0;0;0;0;160000;5;454800;5;0;0;0;90600;5;0;5;0;5;0;5;"Independiente";11;"M";2018;5;1;3;3;0;0;0;5
2;1;0;0;0;261100;7;584200;7;0;0;0;88900;7;0;7;0;7;0;7;"Independiente";11;"M";2018;7;3;5;5;0;0;0;7
2;1;0;0;0;319600;7;659000;7;0;0;0;100000;7;0;7;0;7;0;7;"Independiente";11;"M";2018;8;4;6;4;0;0;0;7
1;1;0;0;0;97700;2;125000;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";119;"F";2018;7;1;1;0;0;0;0;2
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";119;"F";2018;5;0;1;0;0;0;0;1
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";119;"F";2018;6;0;1;0;0;0;0;1
1;1;0;0;0;195400;3;375000;3;0;1;0;19100;3;0;3;0;3;0;3;"Independiente";119;"F";2018;8;2;3;1;0;0;0;3
1;1;0;0;0;127300;28;377400;28;2;0;0;200100;28;165800;28;18800;28;171700;28;"Dep_No_priv";10;"F";2018;8;2;2;27;2;1;2;28
2;1;0;0;0;137600;27;487600;27;1;0;1;199600;27;241100;27;28300;27;248900;27;"Dep_No_priv";10;"F";2018;7;2;2;26;2;1;2;27
8;2;0;0;0;127300;23;408700;23;1;0;0;219000;23;23600;23;0;23;59100;23;"Dep_No_priv";10;"F";2018;6;2;3;23;2;0;1;23
2;1;0;0;0;29600;16;408700;16;1;0;0;140000;16;23500;16;0;16;59100;16;"Dep_No_priv";10;"F";2018;5;1;2;16;1;0;1;16
0;3;0;0;0;297700;6;506000;6;1;0;0;118800;6;9600;6;0;6;0;6;"Independiente";12;"F";2018;8;2;3;4;1;0;0;6
3;1;0;0;0;293100;4;500000;4;0;0;0;24600;4;20400;4;0;4;0;4;"Independiente";12;"F";2018;6;3;4;3;2;0;0;4
0;0;0;0;0;97700;2;250000;2;0;0;0;8200;2;0;2;0;2;0;2;"Independiente";12;"F";2018;5;1;2;1;0;0;0;2
3;5;0;0;0;519700;9;790000;9;1;0;0;131900;9;27400;9;0;9;0;9;"Independiente";12;"F";2018;7;4;5;6;2;0;0;9
0;0;0;0;0;0;1;240000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";50;"N";2018;8;0;1;0;0;0;0;1
0;0;0;0;0;0;1;240000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";50;"N";2018;5;0;1;0;0;0;0;1
0;0;0;0;0;0;1;240000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";50;"N";2018;6;0;1;0;0;0;0;1
0;0;0;0;0;0;1;240000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";50;"N";2018;7;0;1;0;0;0;0;1
0;0;0;0;0;244000;2;1099800;2;1;0;1;103700;2;275000;2;43700;2;191500;2;"Dep_No_priv";115;"F";2018;8;2;2;2;2;2;2;2
0;0;0;0;0;245100;2;1111700;2;1;0;0;118700;2;278000;2;44100;2;193600;2;"Dep_No_priv";115;"F";2018;7;2;2;2;2;2;2;2
0;0;0;0;0;244000;2;1099900;2;1;0;0;118400;2;275000;2;43700;2;191400;2;"Dep_No_priv";115;"F";2018;6;2;2;2;2;2;2;2
0;0;0;0;0;243700;2;1097200;2;1;0;0;118300;2;274300;2;43600;2;190900;2;"Dep_No_priv";115;"F";2018;5;2;2;2;2;2;2;2
0;0;0;0;0;0;2;0;2;0;0;0;4100;2;31300;2;0;2;0;2;"Dep_sec_priv";;"F";2018;6;0;0;1;1;0;0;2
1;0;0;0;0;1100;2;0;2;0;0;0;4100;2;32400;2;0;2;0;2;"Dep_sec_priv";;"F";2018;7;1;0;1;2;0;0;2
1;0;0;0;0;1100;2;0;2;0;0;0;200;2;32400;2;0;2;0;2;"Dep_sec_priv";;"F";2018;5;1;0;1;2;0;0;2
2;1;0;0;0;5300;3;16700;3;0;0;0;4700;3;36600;3;0;3;0;3;"Dep_sec_priv";;"F";2018;8;2;1;2;3;0;0;3
0;0;0;0;0;97800;3;125200;3;0;0;0;97900;3;0;3;0;3;0;3;"Independiente";10;"F";2018;6;1;1;2;0;0;0;3
1;0;0;0;0;195500;7;250200;7;0;0;0;199900;7;0;7;0;7;0;7;"Independiente";10;"F";2018;7;2;2;5;0;0;0;7
0;0;0;0;0;195500;4;250200;4;0;0;0;97900;4;0;4;0;4;0;4;"Independiente";10;"F";2018;8;2;2;2;0;0;0;4
0;0;0;0;0;97800;4;125200;4;0;0;0;131900;4;0;4;0;4;0;4;"Independiente";10;"F";2018;5;1;1;3;0;0;0;4
1;0;0;0;0;0;3;125000;3;0;0;0;65300;3;0;3;0;3;0;3;"Independiente";10;"M";2018;6;0;1;2;0;0;0;3
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";10;"M";2018;8;0;1;0;0;0;0;1
0;0;0;0;0;0;2;125000;2;0;0;0;54400;2;0;2;0;2;0;2;"Independiente";10;"M";2018;7;0;1;1;0;0;0;2
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";10;"M";2018;5;0;1;0;0;0;0;1
5;1;0;0;0;160300;31;93800;31;0;0;0;204800;31;23500;31;0;31;0;31;"Dep_No_priv";;"F";2018;5;3;1;28;1;0;0;31
8;8;0;0;0;160300;35;125000;35;0;0;0;236200;35;31300;35;0;35;0;35;"Dep_No_priv";;"F";2018;6;3;1;32;1;0;0;35
1;2;0;0;0;160300;30;125000;30;0;0;0;200700;30;31300;30;0;30;0;30;"Dep_No_priv";;"F";2018;7;3;1;27;1;0;0;30
2;0;0;0;0;494800;6;991700;6;4;0;1;216400;6;248300;6;50800;6;76100;6;"Dep_sec_priv";115;"M";2018;6;6;5;6;6;2;2;6
0;0;0;0;0;0;1;2800000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";61;"N";2018;6;0;1;0;0;0;0;1
0;0;0;0;0;0;1;2800000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";61;"N";2018;7;0;1;0;0;0;0;1
0;0;0;0;0;0;1;2800000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";61;"N";2018;8;0;1;0;0;0;0;1
0;0;0;0;0;0;1;2800000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";61;"N";2018;5;0;1;0;0;0;0;1
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";59;"N";2018;5;0;1;0;0;0;0;1
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";59;"N";2018;8;0;1;0;0;0;0;1
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";59;"N";2018;6;0;1;0;0;0;0;1
0;0;0;0;0;0;1;125000;1;0;0;0;0;1;0;1;0;1;0;1;"Independiente";59;"N";2018;7;0;1;0;0;0;0;1
625;7;0;0;0;957500;3997;0;3997;1;0;0;33424200;3997;155600;3997;19500;3997;116700;3997;"Dep_No_priv";15;"M";2018;5;11;0;3990;1;1;1;3997
328;32;0;0;0;1224600;4185;0;4185;1;0;0;36993400;4185;226500;4185;28400;4185;169900;4185;"Dep_No_priv";15;"M";2018;6;14;0;4179;1;1;1;4185
281;19;0;0;0;1965400;4642;72600;4642;1;0;1;39615300;4642;178000;4642;29200;4642;133600;4642;"Dep_No_priv";15;"M";2018;7;24;1;4631;2;2;2;4642
208;10;0;0;0;2742500;5046;796600;5046;2;1;0;42771100;5046;353200;5046;59400;5046;253200;5046;"Dep_No_priv";15;"M";2018;8;26;4;5035;5;3;4;5046
2;4;0;0;0;203600;9;250000;9;0;0;0;102000;9;135400;9;15700;9;23500;9;"Dep_sec_priv";;"M";2018;8;7;2;8;8;1;1;9
4;1;0;0;0;97700;131;31300;131;4;0;4;1943000;131;938800;131;128400;131;698200;131;"Dep_No_priv";11;"M";2018;7;1;1;127;6;5;5;131
3;2;0;0;0;143300;157;31300;157;4;0;0;2369400;157;714400;157;100300;157;530000;157;"Dep_No_priv";11;"M";2018;8;2;1;153;6;5;5;157
4;2;0;0;0;97700;101;31300;101;4;0;0;1440900;101;766100;101;106800;101;568700;101;"Dep_No_priv";11;"M";2018;5;1;1;97;6;5;5;101
5;2;0;0;0;97700;111;31300;111;4;0;2;1601900;111;861800;111;118900;111;640400;111;"Dep_No_priv";11;"M";2018;6;1;1;107;6;5;5;111
0;0;0;0;0;0;2;349000;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";46;"N";2018;5;0;2;0;0;0;0;2
0;0;0;0;0;0;2;349000;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";46;"N";2018;8;0;2;0;0;0;0;2
0;0;0;0;0;0;2;349000;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";46;"N";2018;7;0;2;0;0;0;0;2
0;0;0;0;0;0;2;349000;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";46;"N";2018;6;0;2;0;0;0;0;2
3;1;0;0;0;144300;713;527500;713;3;0;0;12321100;713;370900;713;29400;713;272300;713;"Dep_No_priv";12;"M";2018;8;2;2;710;5;3;4;713
2;0;0;0;0;46600;508;527500;508;2;0;1;8529900;508;577700;508;34000;508;427400;508;"Dep_No_priv";12;"M";2018;6;1;2;506;4;2;3;508
4;0;0;0;0;92200;581;527500;581;2;0;2;9921000;581;395200;581;32500;581;290500;581;"Dep_No_priv";12;"M";2018;7;2;2;579;4;2;3;581
1;4;0;0;0;249100;616;318900;616;3;0;0;10162900;616;454300;616;46900;616;340700;616;"Dep_No_priv";13;"M";2018;5;1;1;614;3;2;3;616
0;1;0;0;0;186900;736;239200;736;3;0;2;12463200;736;437200;736;47400;736;328000;736;"Dep_No_priv";13;"M";2018;6;1;1;734;3;2;3;736
2;0;0;0;0;121600;891;155600;891;3;0;0;15125000;891;371900;891;41800;891;279000;891;"Dep_No_priv";13;"M";2018;8;1;1;889;3;2;3;891
3;0;0;0;0;0;819;0;819;2;0;2;13999700;819;444400;819;55700;819;333400;819;"Dep_No_priv";13;"M";2018;7;0;0;817;2;2;2;819
5;1;0;0;0;0;455;31300;455;2;0;0;7549700;455;252800;455;30700;455;183700;455;"Dep_No_priv";12;"M";2018;5;0;1;453;3;2;2;455
4;6;0;0;0;169400;24;0;24;0;0;0;201100;24;91300;24;11500;24;68500;24;"Dep_No_priv";;"M";2018;6;2;0;22;1;1;1;24
5;0;0;0;0;195400;24;0;24;0;0;0;210100;24;91300;24;11500;24;68500;24;"Dep_No_priv";;"M";2018;5;2;0;22;1;1;1;24
0;0;0;0;0;133300;2;170600;2;0;0;0;30100;2;42700;2;21400;2;32000;2;"Dep_No_priv";115;"M";2018;8;1;1;2;1;1;1;2
0;0;0;0;0;231000;3;170600;3;0;0;0;30100;3;42700;3;21400;3;32000;3;"Dep_No_priv";115;"M";2018;6;2;1;2;1;1;1;3
0;0;0;0;0;231000;3;170600;3;0;0;0;30100;3;42700;3;21400;3;32000;3;"Dep_No_priv";115;"M";2018;5;2;1;2;1;1;1;3
0;1;0;0;0;17800;1;70900;1;0;0;0;2400;1;17800;1;0;1;0;1;"Dep_sec_priv";22;"N";2018;8;1;1;1;1;0;0;1
1;0;0;0;0;12500;1;50000;1;0;0;0;13600;1;12500;1;0;1;0;1;"Dep_sec_priv";22;"N";2018;7;1;1;1;1;0;0;1
1;0;0;0;0;0;2;0;2;0;0;0;8200;2;0;2;0;2;0;2;"Dep_No_priv";17;"N";2018;7;0;0;2;0;0;0;2
0;0;0;0;0;0;2;0;2;0;0;0;8200;2;0;2;0;2;0;2;"Dep_No_priv";17;"N";2018;6;0;0;2;0;0;0;2
13;1;0;0;0;1452600;144;0;144;0;0;0;948300;144;0;144;0;144;0;144;"Dep_No_priv";19;"N";2018;8;16;0;135;0;0;0;144
11;9;1;0;0;741300;23;1992600;23;0;0;0;571700;23;534600;23;17900;23;26800;23;"Dep_sec_priv";11;"M";2018;8;20;17;23;22;2;2;23
